mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgb__subsample,param_xgb__n_estimators,param_xgb__max_depth,param_xgb__learning_rate,param_xgb__gamma,param_xgb__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.0250905354817708,0.07442983092033292,0.04961744944254557,0.008042066624782601,0.8,300,6,0.05,0.1,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.32878048780487806,0.3070579674993936,0.3145357316480311,0.3167913956507676,0.00901047491073498,26
0.44449790318806964,0.012868692333828367,0.02572774887084961,0.0032225368552916064,1.0,200,5,0.05,0.0,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 200, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0, 'xgb__colsample_bytree': 0.8}",0.34015242679502605,0.33233112848266183,0.3307408923454769,0.33440814920772155,0.004113373027334829,22
0.514366070429484,0.07401309355057929,0.046185970306396484,0.01826457460068524,1.0,300,3,0.05,0.3,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 300, 'xgb__max_depth': 3, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 0.8}",0.3482790697674419,0.34732965009208105,0.34379109524704116,0.34646660503552135,0.0019311678506680225,3
1.2701517740885417,0.08086885919939599,0.058710972468058266,0.015307950028683686,0.8,300,6,0.01,0.3,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 1.0}",0.3420132141469102,0.3446117739096421,0.34089101034208436,0.34250533279954554,0.0015583444115727357,10
0.23475305239359537,0.004505072421547358,0.018043677012125652,0.0017981099657176246,0.8,100,3,0.01,0.1,0.8,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 100, 'xgb__max_depth': 3, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 0.8}",0.3302627089730467,0.3425792507204611,0.3386280328155001,0.3371566641696693,0.005134718065801386,21
0.4620484511057536,0.05955413725139939,0.07065709431966145,0.06337774098083951,1.0,200,4,0.01,0.0,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 200, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0, 'xgb__colsample_bytree': 0.8}",0.34120171673819744,0.3420814479638009,0.33861671469740634,0.3406332931331349,0.0014704700377565262,17
0.9960059324900309,0.06566338227971728,0.03963343302408854,0.0018083879154578832,0.8,300,5,0.1,0.0,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.33140558209705806,0.30446320868516286,0.30787878787878786,0.3145825262203363,0.011977143568215224,28
1.0576612154642742,0.04781914169188204,0.05006074905395508,0.004766864971724809,0.8,300,6,0.1,0.0,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.2973211657344716,0.28766733124465965,0.28455754771544245,0.28984868156485794,0.005434225068857141,30
0.4935843149820964,0.018481268312149902,0.031229337056477863,0.005418557607894678,1.0,200,4,0.01,0.0,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 200, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.3414458265729223,0.3433321286591977,0.3386454183266932,0.3411411245196044,0.0019254343131136628,16
0.3936053117116292,0.010105584818423625,0.022450685501098633,0.004512652022196492,0.8,100,6,0.1,0.3,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 100, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 1.0}",0.33303847854931445,0.3188976377952756,0.3228520814880425,0.32492939927754416,0.0059569164957891186,24
0.2384920914967855,0.03224763356871382,0.013752301534016928,0.0010043272836300593,1.0,100,4,0.1,0.0,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0, 'xgb__colsample_bytree': 0.8}",0.3442529823896989,0.3411144578313253,0.33869405154039917,0.34135383058714114,0.002275727361232635,15
0.29248491923014325,0.014197306748044935,0.01800847053527832,0.0038361544981490555,1.0,100,5,0.05,0.1,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.3431614989537759,0.34589884447812086,0.3375478927203065,0.3422027453840677,0.0034760135328569313,11
1.1906116803487141,0.046122833538587454,0.04146099090576172,0.0019473393494776653,1.0,300,6,0.05,0.1,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.3306679209783631,0.31639990721410344,0.311994453431939,0.3196874272081352,0.007969961870891966,25
0.31447672843933105,0.007485159628008307,0.014851013819376627,0.002950099308958349,1.0,100,5,0.01,0.3,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 0.8}",0.3345751286145113,0.34609045962277973,0.33842713380544165,0.3396975740142442,0.004786176330545015,20
0.24883770942687988,0.015180231173718967,0.013502836227416992,0.0019348381173874575,1.0,100,4,0.05,0.3,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 1.0}",0.34267797860568056,0.3476190476190476,0.3428997390980246,0.3443989217742509,0.002278771931141392,8
0.8309512138366699,0.04699411642892946,0.023122708002726238,0.0002678603704463353,0.8,300,4,0.05,0.0,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.3479976326691655,0.33706981317600787,0.34074662430500396,0.3419380233833924,0.004540108922463401,12
0.379562775293986,0.0966366526129444,0.02779412269592285,0.017538419779975816,0.8,100,4,0.05,0.1,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 100, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.34824046920821117,0.3479056155112493,0.33997393409048593,0.34537333960331545,0.0038204028294210723,4
