mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_xgb__subsample,param_xgb__n_estimators,param_xgb__max_depth,param_xgb__learning_rate,param_xgb__gamma,param_xgb__colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.0100370248158772,0.05215348083763259,0.05923835436503092,0.0261871690036708,0.8,300,6,0.05,0.1,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.32878048780487806,0.3070579674993936,0.3145357316480311,0.3167913956507676,0.00901047491073498,26
0.5174325307210287,0.024230612650841872,0.02465510368347168,0.0026790436822899085,1.0,200,5,0.05,0.0,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 200, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0, 'xgb__colsample_bytree': 0.8}",0.34015242679502605,0.33233112848266183,0.3307408923454769,0.33440814920772155,0.004113373027334829,22
0.4990350405375163,0.02838337398316634,0.03862659136454264,0.0066810043468885395,1.0,300,3,0.05,0.3,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 300, 'xgb__max_depth': 3, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 0.8}",0.3482790697674419,0.34732965009208105,0.34379109524704116,0.34646660503552135,0.0019311678506680225,3
1.4261243343353271,0.04731204962411691,0.06051818529764811,0.0024891587068647868,0.8,300,6,0.01,0.3,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 1.0}",0.3420132141469102,0.3446117739096421,0.34089101034208436,0.34250533279954554,0.0015583444115727357,10
0.23206003506978354,0.02897635640444526,0.016144355138142902,0.006535747994407676,0.8,100,3,0.01,0.1,0.8,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 100, 'xgb__max_depth': 3, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 0.8}",0.3302627089730467,0.3425792507204611,0.3386280328155001,0.3371566641696693,0.005134718065801386,21
0.499709685643514,0.04805079922034566,0.030380964279174805,0.005587928888529001,1.0,200,4,0.01,0.0,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 200, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0, 'xgb__colsample_bytree': 0.8}",0.34120171673819744,0.3420814479638009,0.33861671469740634,0.3406332931331349,0.0014704700377565262,17
1.0418821970621746,0.025351109951528415,0.052691380182902016,0.004930548980956475,0.8,300,5,0.1,0.0,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.33140558209705806,0.30446320868516286,0.30787878787878786,0.3145825262203363,0.011977143568215224,28
1.125218391418457,0.07446093278083321,0.0546868642171224,0.01744180295616525,0.8,300,6,0.1,0.0,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.2973211657344716,0.28766733124465965,0.28455754771544245,0.28984868156485794,0.005434225068857141,30
0.5291627248128256,0.014626208308501424,0.02816915512084961,0.010171530215997687,1.0,200,4,0.01,0.0,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 200, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.3414458265729223,0.3433321286591977,0.3386454183266932,0.3411411245196044,0.0019254343131136628,16
0.39478866259257,0.013296559197798218,0.03580228487650553,0.015256506021805567,0.8,100,6,0.1,0.3,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 100, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 1.0}",0.33303847854931445,0.3188976377952756,0.3228520814880425,0.32492939927754416,0.0059569164957891186,24
0.2441100279490153,0.022440129133935588,0.01639556884765625,0.0023400593540018207,1.0,100,4,0.1,0.0,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.1, 'xgb__gamma': 0, 'xgb__colsample_bytree': 0.8}",0.3442529823896989,0.3411144578313253,0.33869405154039917,0.34135383058714114,0.002275727361232635,15
0.314624547958374,0.04263010843718762,0.01527873675028483,0.003395378924400144,1.0,100,5,0.05,0.1,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.3431614989537759,0.34589884447812086,0.3375478927203065,0.3422027453840677,0.0034760135328569313,11
1.1064515113830566,0.009778747809902516,0.05087598164876302,0.006792442358301931,1.0,300,6,0.05,0.1,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 300, 'xgb__max_depth': 6, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.3306679209783631,0.31639990721410344,0.311994453431939,0.3196874272081352,0.007969961870891966,25
0.374740997950236,0.03536102097637388,0.019553263982137043,0.005071238993110013,1.0,100,5,0.01,0.3,0.8,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 5, 'xgb__learning_rate': 0.01, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 0.8}",0.3345751286145113,0.34609045962277973,0.33842713380544165,0.3396975740142442,0.004786176330545015,20
0.33495434125264484,0.0548890985569533,0.01674628257751465,0.0038511418003797323,1.0,100,4,0.05,0.3,1.0,"{'xgb__subsample': 1.0, 'xgb__n_estimators': 100, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.3, 'xgb__colsample_bytree': 1.0}",0.34267797860568056,0.3476190476190476,0.3428997390980246,0.3443989217742509,0.002278771931141392,8
0.7562884489695231,0.05765539884330115,0.02321783701578776,0.000296991108123646,0.8,300,4,0.05,0.0,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 300, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0, 'xgb__colsample_bytree': 1.0}",0.3479976326691655,0.33706981317600787,0.34074662430500396,0.3419380233833924,0.004540108922463401,12
0.24645090103149414,0.034273450132713094,0.013824065526326498,0.0036922662511224796,0.8,100,4,0.05,0.1,1.0,"{'xgb__subsample': 0.8, 'xgb__n_estimators': 100, 'xgb__max_depth': 4, 'xgb__learning_rate': 0.05, 'xgb__gamma': 0.1, 'xgb__colsample_bytree': 1.0}",0.34824046920821117,0.3479056155112493,0.33997393409048593,0.34537333960331545,0.0038204028294210723,4
